parameter,internal_name,address,size,unit,scale,description
Transmission_Oil_Temperature_High_Limit,,0x018BA404,2,CNTS,1.0,Transmission_Oil_Temperature high limit for the raw value
Transmission_Oil_Temperature_Init_Default,,0x018B2B0C,2,UNITLESS,0080,Raw or default init bit for the Transmission_Oil_Temperature sensor.
Transmission_Oil_Temperature_Is_Refreshed,,0x0115600C,2,UNITLESS,0080,Transmission_Oil_Temperature raw data refreshed flag.
Transmission_Oil_Temperature_Low_Error,,0x01103624,2,UNITLESS,4000,Transmission_Oil_Temperature Low Error Indication
Transmission_Oil_Temperature_Low_Limit,,0x018BA406,2,CNTS,1.0,Transmission_Oil_Temperature low limit for the raw value
Transmission_Oil_Temperature_Map,,0x01151FCE,2,UNITLESS,1.0,Transmission_Oil_Temperature mapping index to HW channel
Transmission_Oil_Temperature_Override,,0x0115330C,2,UNITLESS,0080,Filtered value override bit for the Transmission_Oil_Temperature sensor.
Transmission_Oil_Temperature_Priority,,0x018BA508,1,UNITLESS,1.0,Transmission_Oil_Temperature mux override priority
Transmission_Oil_Temperature_Ratio_Supply_ID,,0x01193ACE,2,UNITLESS,1.0,Transmission_Oil_Temperature mapping index to Sensor Supply ID
Transmission_Oil_Temperature_Rationality_Error,,0x01103624,2,UNITLESS,0400,Transmission Temperature Rationality Error
Transmission_Oil_Temperature_Raw,,0x018BA500,2,CNTS,1.0,Transmission_Oil_Temperature sampled raw value
Transmission_Oil_Temperature_Raw_Adjusted,,0x018BA50A,2,CNTS,1.0,Transmission_Oil_Temperature adjusted raw value
Transmission_Oil_Temperature_Raw_Override,,0x0115340C,2,UNITLESS,0080,Enable bit for the Transmission_Oil_Temperature sensor.
Transmission_Oil_Temperature_Raw_Priority,,0x01152067,1,UNITLESS,1.0,Transmission_Oil_Temperature current raw override priority
Transmission_Oil_Temperature_Raw_User_Value,,0x011529CE,2,UNITLESS,1.0,Transmission_Oil_Temperature raw override user value
Transmission_Oil_Temperature_Unfiltered,,0x018BA502,2,DEG_F,0.015625,Transmission_Oil_Temperature raw value linearized but unfiltered
Transmission_Oil_Temperature_User_Value,,0x018BA506,2,DEG_F,0.015625,Transmission_Oil_Temperature Filtered Value User Value
Transmission_Oil_Temperature_X_Axis,,0x018BA600,2,CNTS,1.0,Transmission_Oil_Temperature AD Breakpoint Table
Transmission_Oil_Temperature_Y_Axis,,0x018BA700,2,DEG_F,0.015625,Transmission_Oil_Temperature Lookup Output Table
Transmission_Output_Shaft_Speed,,0x018A7C02,2,RPM,0.125,Filtered value of RE_Trans_OSS_Average
Transmission_Over_Temp_Light,,0x018C173A,1,UNITLESS,0001,Trans overtemp light state command to the dash
Transmission_Overdrive_Driver,,0x01157702,1,UNITLESS,02,Desired state of the Transmission_Overdrive_Driver output driver.
Transmission_Overdrive_Driver_2,,0x01157707,1,UNITLESS,40,Desired state of the Transmission_Overdrive_Driver_2 output driver.
Transmission_Overdrive_Driver_2_High_Control_Error,,0x01103612,2,UNITLESS,0100,Transmission Overdrive Drive 2 High Control error
Transmission_Overdrive_Driver_2_Inversion,,0x01157807,1,UNITLESS,40,Indicates activation of Transmission_Overdrive_Driver_2 is inverted logic.
Transmission_Overdrive_Driver_2_Low_Control_Error,,0x01103612,2,UNITLESS,0200,Transmission Overdrive Driver 2 Low Control error
Transmission_Overdrive_Driver_2_Map,,0x0115797C,2,UNITLESS,1.0,Hardware resource assignment for Transmission_Overdrive_Driver_2.
Transmission_Overdrive_Driver_2_Previous_Command,,0x01157A07,1,UNITLESS,40,Transmission_Overdrive_Driver_2 previous ON/OFF software command.
Transmission_Overdrive_Driver_2_Priority,,0x0112A73E,1,UNITLESS,1.0,Current override priority for Transmission_Overdrive_Driver_2.
Transmission_Overdrive_Driver_High_Control_Error,,0x01103610,2,UNITLESS,0400,Set true if Transmission_Overdrive_Driver is shorted to battery.
Transmission_Overdrive_Driver_Inversion,,0x01157802,1,UNITLESS,02,Indicates activation of Transmission_Overdrive_Driver is inverted logic.
Transmission_Overdrive_Driver_Low_Control_Error,,0x01103610,2,UNITLESS,0800,Set true if Transmission_Overdrive_Driver is shorted to battery.
Transmission_Overdrive_Driver_Map,,0x01157922,2,UNITLESS,1.0,Hardware resource assignment for Transmission_Overdrive_Driver.
Transmission_Overdrive_Driver_Override,,0x018C2906,1,UNITLESS,1,Transmission_Overdrive_Driver override enable/disable
Transmission_Overdrive_Driver_Override_N,,0x018C2906,1,UNITLESS,1,Transmission_Overdrive_Driver override enable/disable
Transmission_Overdrive_Driver_Previous_Command,,0x01157A02,1,UNITLESS,02,Transmission_Overdrive_Driver previous ON/OFF software command.
Transmission_Overdrive_Driver_Priority,,0x0112A711,1,UNITLESS,1.0,Current override priority for Transmission_Overdrive_Driver.
Transmission_Overdrive_Driver_User_Value,,0x018C2907,1,UNITLESS,1,Transmission_Overdrive_Driver override user value.
Transmission_Overdrive_Driver_User_Value_N,,0x018C2907,1,UNITLESS,1,Transmission_Overdrive_Driver override user value.
Transmission_Overdrive_Feedback,,0x01161202,1,UNITLESS,0080,State of the Transmission_Overdrive_Feedback input.
Transmission_Overdrive_Feedback_Global_Default,,0x01157102,1,UNITLESS,0080,Transmission_Overdrive_Feedback global default value.
Transmission_Overdrive_Feedback_Inversion,,0x01157202,1,UNITLESS,0080,Indicates activation of Transmission_Overdrive_Feedback is inverted logic.
Transmission_Overdrive_Feedback_Is_Refreshed,,0x01156102,1,UNITLESS,0080,Indicates whether Transmission_Overdrive_Feedback data is fresh.
Transmission_Overdrive_Feedback_Map,,0x0115732E,2,UNITLESS,1.0,Hardware resource assignment for Transmission_Overdrive_Feedback.
Transmission_Overdrive_Feedback_Priority,,0x0112A817,1,UNITLESS,1.0,Current override priority for Transmission_Overdrive_Feedback.
Transmission_Overdrive_Feedback_Raw,,0x01157402,1,UNITLESS,0080,Transmission_Overdrive_Feedback before debounce after invert.
Transmission_Overdrive_Feedback_User_Override,,0x01157502,1,UNITLESS,0080,Enable flag which override of Transmission_Overdrive_Feedback.
Transmission_Overdrive_Feedback_User_Value,,0x01157602,1,UNITLESS,0080,User override value for Transmission_Overdrive_Feedback.
Transmission_Overdrive_Switch,,0x01161202,1,UNITLESS,0020,State of the Transmission_Overdrive_Switch input.
Transmission_Overdrive_Switch_Global_Default,,0x01157102,1,UNITLESS,0020,Transmission_Overdrive_Switch global default value.
Transmission_Overdrive_Switch_Inversion,,0x01157202,1,UNITLESS,0020,Indicates activation of Transmission_Overdrive_Switch is inverted logic.
Transmission_Overdrive_Switch_Is_Refreshed,,0x01156102,1,UNITLESS,0020,Indicates whether Transmission_Overdrive_Switch data is fresh.
Transmission_Overdrive_Switch_Map,,0x0115732A,2,UNITLESS,1.0,Hardware resource assignment for Transmission_Overdrive_Switch.
Transmission_Overdrive_Switch_Priority,,0x0112A815,1,UNITLESS,1.0,Current override priority for Transmission_Overdrive_Switch.
Transmission_Overdrive_Switch_Raw,,0x01157402,1,UNITLESS,0020,Transmission_Overdrive_Switch before debounce after invert.
Transmission_Overdrive_Switch_User_Override,,0x01157502,1,UNITLESS,0020,Enable flag which override of Transmission_Overdrive_Switch.
Transmission_Overdrive_Switch_User_Value,,0x01157602,1,UNITLESS,0020,User override value for Transmission_Overdrive_Switch.
Transmission_Park_Neutral_Switch,,0x01161202,1,UNITLESS,0010,State of the Transmission_Park_Neutral_Switch input.
Transmission_Park_Neutral_Switch_Error,,0x01103612,2,UNITLESS,0010,Transmission park/neutral switch error
Transmission_Park_Neutral_Switch_Global_Default,,0x01157102,1,UNITLESS,0010,Transmission_Park_Neutral_Switch global default value.
Transmission_Park_Neutral_Switch_Inversion,,0x01157202,1,UNITLESS,0010,Indicates activation of Transmission_Park_Neutral_Switch is inverted logic.
Transmission_Park_Neutral_Switch_Is_Refreshed,,0x01156102,1,UNITLESS,0010,Indicates whether Transmission_Park_Neutral_Switch data is fresh.
Transmission_Park_Neutral_Switch_Map,,0x01157328,2,UNITLESS,1.0,Hardware resource assignment for Transmission_Park_Neutral_Switch.
Transmission_Park_Neutral_Switch_Priority,,0x0112A814,1,UNITLESS,1.0,Current override priority for Transmission_Park_Neutral_Switch.
Transmission_Park_Neutral_Switch_Raw,,0x01157402,1,UNITLESS,0010,Transmission_Park_Neutral_Switch before debounce after invert.
Transmission_Park_Neutral_Switch_User_Override,,0x01157502,1,UNITLESS,0010,Enable flag which override of Transmission_Park_Neutral_Switch.
Transmission_Park_Neutral_Switch_User_Value,,0x01157602,1,UNITLESS,0010,User override value for Transmission_Park_Neutral_Switch.
Transmission_Rx_Emissions_Fault,,0x01103632,2,UNITLESS,0010,"Used for J1850 $6C received transmission faults, for OBD Freeze Frame faults"
Transmission_Rx_Message_Fault,,0x01103632,2,UNITLESS,0020,"Used for J1850 $6C received transmission faults, for non-Freeze Frame faults"
Transmission_TCC_Driver,,0x01157702,1,UNITLESS,04,Desired state of the Transmission_TCC_Driver output driver.
Transmission_TCC_Driver_2,,0x01157707,1,UNITLESS,80,Desired state of the Transmission_TCC_Driver_2 output driver.
Transmission_TCC_Driver_2_High_Control_Error,,0x01103612,2,UNITLESS,0400,Transmission TCC Driver 2 High Control error
Transmission_TCC_Driver_2_Inversion,,0x01157807,1,UNITLESS,80,Indicates activation of Transmission_TCC_Driver_2 is inverted logic.
Transmission_TCC_Driver_2_Low_Control_Error,,0x01103612,2,UNITLESS,0800,Transmission TCC Driver 2 Low Control Error
Transmission_TCC_Driver_2_Map,,0x0115797E,2,UNITLESS,1.0,Hardware resource assignment for Transmission_TCC_Driver_2.
Transmission_TCC_Driver_2_Previous_Command,,0x01157A07,1,UNITLESS,80,Transmission_TCC_Driver_2 previous ON/OFF software command.
Transmission_TCC_Driver_2_Priority,,0x0112A73F,1,UNITLESS,1.0,Current override priority for Transmission_TCC_Driver_2.
Transmission_TCC_Driver_High_Control_Error,,0x01103610,2,UNITLESS,1000,Set true if Transmission_TCC_Driver is shorted to battery.
Transmission_TCC_Driver_Inversion,,0x01157802,1,UNITLESS,04,Indicates activation of Transmission_TCC_Driver is inverted logic.
Transmission_TCC_Driver_Low_Control_Error,,0x01103610,2,UNITLESS,2000,Set true if Transmission_TCC_Driver is shorted to battery.
Transmission_TCC_Driver_Map,,0x01157924,2,UNITLESS,1.0,Hardware resource assignment for Transmission_TCC_Driver.
Transmission_TCC_Driver_Override,,0x018C2908,1,UNITLESS,1,Transmission_TCC_Driver override enable/disable
Transmission_TCC_Driver_Override_N,,0x018C2908,1,UNITLESS,1,Transmission_TCC_Driver override enable/disable
Transmission_TCC_Driver_Previous_Command,,0x01157A02,1,UNITLESS,04,Transmission_TCC_Driver previous ON/OFF software command.
Transmission_TCC_Driver_Priority,,0x0112A712,1,UNITLESS,1.0,Current override priority for Transmission_TCC_Driver.
Transmission_TCC_Driver_User_Value,,0x018C2909,1,UNITLESS,1,Transmission_TCC_Driver override user value.
Transmission_TCC_Driver_User_Value_N,,0x018C2909,1,UNITLESS,1,Transmission_TCC_Driver override user value.
Transmission_TCC_Feedback,,0x01161203,1,UNITLESS,0001,State of the Transmission_TCC_Feedback input.
Transmission_TCC_Feedback_Global_Default,,0x01157103,1,UNITLESS,0001,Transmission_TCC_Feedback global default value.
Transmission_TCC_Feedback_Inversion,,0x01157203,1,UNITLESS,0001,Indicates activation of Transmission_TCC_Feedback is inverted logic.
Transmission_TCC_Feedback_Is_Refreshed,,0x01156103,1,UNITLESS,0001,Indicates whether Transmission_TCC_Feedback data is fresh.
Transmission_TCC_Feedback_Map,,0x01157330,2,UNITLESS,1.0,Hardware resource assignment for Transmission_TCC_Feedback.
Transmission_TCC_Feedback_Priority,,0x0112A818,1,UNITLESS,1.0,Current override priority for Transmission_TCC_Feedback.
Transmission_TCC_Feedback_Raw,,0x01157403,1,UNITLESS,0001,Transmission_TCC_Feedback before debounce after invert.
Transmission_TCC_Feedback_User_Override,,0x01157503,1,UNITLESS,0001,Enable flag which override of Transmission_TCC_Feedback.
Transmission_TCC_Feedback_User_Value,,0x01157603,1,UNITLESS,0001,User override value for Transmission_TCC_Feedback.
Transmission_VFS_Battery_Driver,,0x01157702,1,UNITLESS,01,Desired state of the Transmission_VFS_Battery_Driver output driver.
Transmission_VFS_Battery_Driver_High_Control_Error,,0x01103610,2,UNITLESS,0100,Set true if Transmission_VFS_Battery_Driver is shorted to battery.
Transmission_VFS_Battery_Driver_Inversion,,0x01157802,1,UNITLESS,0001,Indicates activation of Transmission_VFS_Battery_Driver is inverted logic.
Transmission_VFS_Battery_Driver_Low_Control_Error,,0x01103610,2,UNITLESS,0200,Set true if Transmission_VFS_Battery_Driver is shorted to battery.
Transmission_VFS_Battery_Driver_Map,,0x01157920,2,UNITLESS,1.0,Hardware resource assignment for Transmission_VFS_Battery_Driver.
Transmission_VFS_Battery_Driver_Override,,0x018C290A,1,UNITLESS,1,Transmission_VFS_Battery_Driver override enable/disable
Transmission_VFS_Battery_Driver_Override_N,,0x018C290A,1,UNITLESS,1,Transmission_VFS_Battery_Driver override enable/disable
Transmission_VFS_Battery_Driver_Previous_Command,,0x01157A02,1,UNITLESS,0001,Transmission_VFS_Battery_Driver previous ON/OFF software command.
Transmission_VFS_Battery_Driver_Priority,,0x0112A710,1,UNITLESS,1.0,Current override priority for Transmission_VFS_Battery_Driver.
Transmission_VFS_Battery_Driver_User_Value,,0x018C290B,1,UNITLESS,1,Transmission_VFS_Battery_Driver override user value.
Transmission_VFS_Battery_Driver_User_Value_N,,0x018C290B,1,UNITLESS,1,Transmission_VFS_Battery_Driver override user value.
Transmission_VFS_Battery_Feedback,,0x01161202,1,UNITLESS,0040,State of the Transmission_VFS_Battery_Feedback input.
Transmission_VFS_Battery_Feedback_Global_Default,,0x01157102,1,UNITLESS,0040,Transmission_VFS_Battery_Feedback global default value.
Transmission_VFS_Battery_Feedback_Inversion,,0x01157202,1,UNITLESS,0040,Indicates activation of Transmission_VFS_Battery_Feedback is inverted logic.
Transmission_VFS_Battery_Feedback_Is_Refreshed,,0x01156102,1,UNITLESS,0040,Indicates whether Transmission_VFS_Battery_Feedback data is fresh.
Transmission_VFS_Battery_Feedback_Map,,0x0115732C,2,UNITLESS,1.0,Hardware resource assignment for Transmission_VFS_Battery_Feedback.
Transmission_VFS_Battery_Feedback_Priority,,0x0112A816,1,UNITLESS,1.0,Current override priority for Transmission_VFS_Battery_Feedback.
Transmission_VFS_Battery_Feedback_Raw,,0x01157402,1,UNITLESS,0040,Transmission_VFS_Battery_Feedback before debounce after invert.
Transmission_VFS_Battery_Feedback_User_Override,,0x01157502,1,UNITLESS,0040,Enable flag which override of Transmission_VFS_Battery_Feedback.
Transmission_VFS_Battery_Feedback_User_Value,,0x01157602,1,UNITLESS,0040,User override value for Transmission_VFS_Battery_Feedback.
Transmission_VFS_PWM_Driver_Control_Status,,0x01156900,2,UNITLESS,0400,Transmission_VFS_PWM_Driver OS control error status flag
Transmission_VFS_PWM_Driver_Duty_Cycle,,0x01151C14,2,%,0.00390625,Transmission_VFS_PWM_Driver duty cycle for monitoring.
Transmission_VFS_PWM_Driver_Error,,0x0110362A,2,UNITLESS,8000,Transmission_VFS_PWM_Driver_Error Error Indication
Transmission_VFS_PWM_Driver_Error_Count,,0x018A8706,2,CNTS,1.0,Transmission_VFS_PWM_Driver number of consecutive errors for error bit set.
Transmission_VFS_PWM_Driver_Inhibit_Protection,,0x018BB618,2,UNITLESS,1,Indicates off cycle for Transmission VFS PWM driver when fault exists
Transmission_VFS_PWM_Driver_Inhibit_Timer,,0x018BB61A,2,SEC,0.01,Timer value of Transmission VFS driver off cycle time when fault occurs
Transmission_VFS_PWM_Driver_Map,,0x01156514,2,UNITLESS,1.0,Transmission_VFS_PWM_Driver mapping index to HW channel
Transmission_VFS_PWM_Driver_Period,,0x01152728,4,uSEC,1.0,Transmission_VFS_PWM_Driver period in us for monitoring.
Trbo_Spd_Limiter_Coolant_Temp_Axis,,0x018D7B00,2,DEG_F,0.015625,X Axis of the Trbo_Spd_Limiter_Time_Table
Trbo_Spd_Limiter_Enable,,0x01106B2C,2,UNITLESS,0008,Trbo Spd Limiter Algorithm Enable
Trbo_Spd_Limiter_Eng_Spd_Limit,,0x018D7900,2,RPM,0.125,Engine Speed Limit to limit turbo speed
Trbo_Spd_Limiter_Flag,,0x018D7A00,2,UNITLESS,0001,Indicates Trbo Spd Limiter is active when TRUE
Trbo_Spd_Limiter_Max_Temp,,0x018D7902,2,DEG_F,0.015625,Trbo Spd Limiter algorithm is disabled above this temperature
Trbo_Spd_Limiter_Max_Time,,0x018D7904,2,SEC,0.2,Trbo Spd Limiter can be in effect for this max time as default.
Trbo_Spd_Limiter_Temperature,,0x018D7A02,2,DEG_F,0.015625,Trbo Spd Limiter Temperature value to trigger timer
Trbo_Spd_Limiter_Time_Table,,0x018D7C00,2,SEC,0.2,Y Axis of the Trbo_Spd_Limiter_Time_Table
Trbo_Spd_Limiter_Timer,,0x018D7A04,2,SEC,0.2,Time for which the trbo spd limit is in effect once below temp thres
Trbo_Spd_Limiter_Veh_Spd_Threshold,,0x018D7906,2,MPH,0.00390625,Trbo Spd Limiter algorithm is disabled above this veh spd
Trim_Password_1,,0x01001600,6,HEX,1,security secondary password 1 -- adjust password
Trim_Password_2,,0x01001E00,6,HEX,1,security secondary password 2 -- reset password
Trim_Password_3,,0x01001F00,6,HEX,1,security secondary password 3
Trim_Password_4,,0x01002000,6,HEX,1,security secondary password 4
Trim_Password_5,,0x01002100,6,HEX,1,security secondary password 5
Trim_Password_6,,0x01002200,6,HEX,1,security secondary password 6
Trip_Average_Fuel_Economy,TIT3AVFE,0x01117F08,2,MPG,0.125,[TIT3AVFE] Average Fuel Economy over the current trip
Trip_Distance,TIT3MI,0x01117F04,4,MI,0.015625,[TIT3MI] The distance traveled since the last reset of trip
Trip_Fuel_Used,TIT3FU,0x018B6D10,4,GAL,0.00007350877965,[TIT3FU] The amount of fuel consumed by this engine since last trip reset in lbsm or gal
Trip_Idle_Fuel_Used,TIT3ISFU,0x018B6D14,4,GAL,0.00007350877965,[TIT3ISFU] The fuel consumed by this engine at idle-speed since last trip reset
Trip_Idle_Time,TIT3ISTM,0x018B6D18,4,HR,0.0000277777,[TIT3ISTM] The engine idle-speed operating time since last trip reset
Trip_Info_Auto_Fault_Status,,0x018B6D0C,2,HEX,1.0,BIT mapped fault status log for trip info
Trip_Info_Distance_Pulses,,0x018B6C0E,2,CNTS,1,Pulses accumulated in trip info since the last $5D message was sent
Trip_Info_Enable,,0x01106B52,2,UNITLESS,2000,Enable bit for the Trip Information Feature
Trip_Info_Fault_Status,TIFUSS,0x018B6D0E,2,HEX,1.0,[TIFUSS] BIT mapped fault status log for trip info
Trip_Info_Reset_Flag,TIRF,0x018A7D04,1,UNITLESS,1,[TIRF] Global flag used by dev to clear trip parameters
Trip_Info_State,TIEGST,0x018B6C0C,2,HEX,1.0,[TIEGST] Bitmap of all the states trip information is concerned with
Trip_Reset_Enable,TRPRSTEN,0x01106B3C,2,UNITLESS,0020,[TRPRSTEN] Enable/Disable trip information reset asked from reset PGN
Trip_Time,TIT3TM,0x018B6D1C,4,HR,0.0000277777,[TIT3TM] The engine operating time since last trip reset
Trip_Total_Distance,,0x018AD204,4,MI,0.000125,Total trip distance engine has traveled. Reset w/ Trip_Info_Reset_Flag
Trip_Total_Fuel,,0x018AD200,4,GAL,0.00007350877965,Total trip fuel engine has used. Reset w/ Trip_Info_Reset_Flag
Tstat_AD_Startup_Delay,,0x018A8B0E,2,SEC,0.1,Delay after key-on before reading temperature A/D lines
Tstat_Idle_Timer,,0x018A8C18,2,CNTS,1,Counter of number of iterations with RS = 0 and LSG
Tstat_Max_Idle_Time,,0x018A8B10,2,CNTS,1,Idle time to re-enable the fan
Tstat_Max_Start_Temp_For_Fan_Inhibit,,0x018A8B14,2,DEG_F,0.015625,Maximum temp to inhibit the coolant fan for Tstat monitor
Tstat_Max_Start_Temp_Threshold,,0x018A8B02,2,DEG_F,0.015625,Maximum initial coolant temperature for the monitor to run.
Tstat_Min_Start_Temp_Threshold,,0x018A8B00,2,DEG_F,0.015625,Minimum initial coolant temperature for the monitor to run
Tstat_Minimum_Energy,,0x018A8C06,2,GAL,0.0015625,Calibratible value from the Tstat_Minimum_Energy_Table
Tstat_Minimum_Energy_Table,,0x018A8E00,2,GAL,0.0015625,Provides the minimum energy information based on the temperature
Tstat_Minimum_Energy_Temperature_Axis,,0x018A8D00,2,DEG_F,0.015625,Temperature axis to determine the minimum energy
Tstat_Monitor_Delta_Temperature,,0x018A8C0C,2,DEG_F,0.015625,Cooling_Engine_Warmed_Up_Temp_Threshold less Tstat_Start_Coolant_Temperature
Tstat_Predicted_Energy,,0x018A8C08,2,GAL,0.0015625,Predicted energy based on initial coolant temperature and the cooling model.
Tstat_Predicted_Energy_Alpha,,0x018A8B0C,2,DEG_F/GAL,0.03125,Coefficient adjustment
Tstat_Predicted_Energy_Coefficient,,0x018A8B0A,2,DEG_F/GAL,0.03125,The coefficient to determine the predicted energy based on the temperature rise
Tstat_Start_Battery_Temperature,,0x018A8C0E,2,DEG_F,0.015625,The initial battery temperature (used as the ambient temperature)
Tstat_Start_Coolant_Temperature,,0x018A8C0A,2,DEG_F,0.015625,The coolant temperature when the monitoring process begins.
Tstat_System_Error,,0x01103632,2,UNITLESS,1,No
Tstat_System_Monitor_Enable,,0x01106B54,2,UNITLESS,10,Enable condition for the Tstat system monitor
Tstat_System_Monitor_State,,0x018A8C14,2,UNITLESS,00FF,Provides the current state of the Tstat system monitor.
